time,P,G(i),H_sun,T2m,WS10m,Int
20231127:1311,12.69,26.65,13.14,5.02,2.69,0
20231127:1411,6.99,18.38,8.36,4.72,3.17,0
20231127:1511,0,0.92,1.96,4.18,3.72,0
20231127:1611,0,0,0,3.57,4.21,0
20231127:1711,0,0,0,2.99,4.76,0
20231127:1811,0,0,0,2.27,4.9,0
20231127:1911,0,0,0,2.4,5.31,0
20231127:2011,0,0,0,2.35,5.59,0
20231127:2111,0,0,0,2.36,6.07,0
20231127:2211,0,0,0,2.38,6.28,0
20231127:2311,0,0,0,2.39,6.48,0
20231128:0011,0,0,0,2.17,6.41,0
20231128:0111,0,0,0,2.06,6.41,0
20231128:0211,0,0,0,1.89,6.14,0
20231128:0311,0,0,0,1.66,5.72,0
20231128:0411,0,0,0,1.26,5.1,0
20231128:0511,0,0,0,1.02,4.69,0
20231128:0611,0,0,0,0.68,4.14,0
20231128:0711,0,0,0,0.36,3.45,0
20231128:0811,174.23,208.85,4.85,0.06,2.55,0
20231128:0911,406.87,464.86,10.56,0.71,1.59,0
20231128:1011,522.53,601.55,14.48,1.97,1.72,0
20231128:1111,592.27,685.52,16.26,2.75,2.14,0
20231128:1211,542.15,627.24,15.75,3.31,2,0
20231128:1311,447.95,518.68,12.99,3.66,1.52,0
20231128:1411,291.7,342.66,8.23,3.77,0.76,0
20231128:1511,0.34,6.43,1.84,3.23,2,0
20231128:1611,0,0,0,1.96,3.03,0
20231128:1711,0,0,0,1.49,3.72,0
20231128:1811,0,0,0,1.64,4.48,0
20231128:1911,0,0,0,2.28,5.17,0
20231128:2011,0,0,0,2.56,5.45,0
20231128:2111,0,0,0,2.83,5.31,0
20231128:2211,0,0,0,3.16,5.1,0
20231128:2311,0,0,0,3.02,5.17,0
20231129:0011,0,0,0,2.8,5.38,0
20231129:0111,0,0,0,2.76,5.66,0
20231129:0211,0,0,0,2.82,6.07,0
20231129:0311,0,0,0,3.18,6.21,0
20231129:0411,0,0,0,3.41,5.93,0
20231129:0511,0,0,0,3.62,5.31,0
20231129:0611,0,0,0,3.32,4.76,0
20231129:0711,0,0,0,3.03,4,0
20231129:0811,83.58,110.42,4.66,2.52,3.52,0
20231129:0911,282.8,326.18,10.37,2.94,3.1,0
20231129:1011,207.58,244.44,14.29,3.41,3.03,0
20231129:1111,27.71,45.94,16.09,3.7,2.83,0
20231129:1211,551.36,638.61,15.59,3.68,2.14,0
20231129:1311,16.86,32.16,12.84,3.76,1.59,0
20231129:1411,92.11,119.59,8.1,3.68,1.66,0
20231129:1511,0,3.68,1.73,3.13,1.59,0
20231129:1611,0,0,0,2.33,1.79,0
20231129:1711,0,0,0,1.66,1.79,0
20231129:1811,0,0,0,0.97,1.86,0
20231129:1911,0,0,0,0.58,1.72,0
20231129:2011,0,0,0,-0.07,1.72,0
20231129:2111,0,0,0,-0.41,1.59,0
20231129:2211,0,0,0,-0.86,1.59,0
20231129:2311,0,0,0,-1.35,1.52,0
20231130:0011,0,0,0,-1.18,1.24,0
20231130:0111,0,0,0,-1.32,0.76,0
20231130:0211,0,0,0,-1.26,0.48,0
20231130:0311,0,0,0,-2.05,0.9,0
20231130:0411,0,0,0,-2.62,0.97,0
20231130:0511,0,0,0,-2.84,0.83,0
20231130:0611,0,0,0,-2.79,0.9,0
20231130:0711,0,0,0,-0.8,1.31,0
20231130:0811,99.07,126.43,4.47,-1.03,1.1,0
20231130:0911,100.03,126.39,10.19,-0.25,1.1,0
20231130:1011,128.6,158.22,14.11,1.29,1.59,0
20231130:1111,137.62,168.82,15.91,2.21,1.59,0
20231130:1211,110.02,139.22,15.43,2.89,1.66,0
20231130:1311,133.73,164.98,12.7,3.16,1.31,0
20231130:1411,62.21,86.06,7.98,3.08,0.9,0
20231130:1511,0,0.92,1.63,2.55,0.55,0
20231130:1611,0,0,0,1.97,0.48,0
20231130:1711,0,0,0,1.37,0.34,0
20231130:1811,0,0,0,0.73,0.28,0
20231130:1911,0,0,0,-1.69,1.66,0
20231130:2011,0,0,0,-2.02,1.93,0
20231130:2111,0,0,0,-2.04,2.07,0
20231130:2211,0,0,0,-2.18,1.86,0
20231130:2311,0,0,0,-2.03,1.66,0
20231201:0011,0,0,0,-1.93,1.66,0
20231201:0111,0,0,0,-1.82,1.72,0
20231201:0211,0,0,0,-1.69,1.59,0
20231201:0311,0,0,0,-1.52,1.86,0
20231201:0411,0,0,0,-1.4,2.07,0
20231201:0511,0,0,0,-1.24,2.41,0
20231201:0611,0,0,0,-1.41,2.62,0
20231201:0711,0,0,0,-1.8,2.28,0
20231201:0811,144.78,175.44,4.29,-2.17,2.21,0
20231201:0911,398.2,445.83,10.01,-2.23,2.62,0
20231201:1011,531.95,597.04,13.93,-1.84,2.55,0
20231201:1111,599.94,678.83,15.75,-1.16,2.55,0
20231201:1211,607.77,690.31,15.28,-0.54,2.55,0
20231201:1311,506.79,572.88,12.57,-0.14,2.55,0
20231201:1411,312.98,356.83,7.87,-0.09,2.55,0
20231201:1511,0,1.84,1.54,-0.66,2.28,0
20231201:1611,0,0,0,-1.61,2.41,0
20231201:1711,0,0,0,-2.18,2.41,0
20231201:1811,0,0,0,-2.51,2.14,0
20231201:1911,0,0,0,-1.81,1.59,0
20231201:2011,0,0,0,-1.77,1.45,0
20231201:2111,0,0,0,-2.11,1.17,0
20231201:2211,0,0,0,-1.92,0.97,0
20231201:2311,0,0,0,-1.51,0.76,0
20231202:0011,0,0,0,-1.47,0.55,0
20231202:0111,0,0,0,-1.95,0.69,0
20231202:0211,0,0,0,-3.06,1.1,0
20231202:0311,0,0,0,-3.61,1.31,0
20231202:0411,0,0,0,-3.86,1.45,0
20231202:0511,0,0,0,-4.08,1.66,0
20231202:0611,0,0,0,-4.24,1.93,0
20231202:0711,0,0,0,-3.59,2.28,0
20231202:0811,115.98,143.56,4.11,-3.21,2.34,0
20231202:0911,110.81,136.72,9.83,-2.04,2.28,0
20231202:1011,84.29,109.22,13.77,-0.52,2.41,0
20231202:1111,523.03,593.5,15.59,0.92,2.69,0
20231202:1211,271.13,311.5,15.14,1.74,2.83,0
20231202:1311,50.97,73.08,12.45,2.25,2.76,0
20231202:1411,168.53,201.52,7.76,1.75,2.41,0
20231202:1511,0,0.92,1.45,1.2,2.55,0
20231202:1611,0,0,0,0.07,2.76,0
20231202:1711,0,0,0,-0.42,2.9,0
20231202:1811,0,0,0,-0.45,2.97,0
20231202:1911,0,0,0,0.44,2.97,0
20231202:2011,0,0,0,0.4,2.9,0
20231202:2111,0,0,0,0.2,2.83,0
20231202:2211,0,0,0,0.1,2.83,0
20231202:2311,0,0,0,-0.11,2.76,0
20231203:0011,0,0,0,-0.27,2.69,0
20231203:0111,0,0,0,-0.26,2.69,0
20231203:0211,0,0,0,-0.24,2.76,0
20231203:0311,0,0,0,-0.1,2.83,0
20231203:0411,0,0,0,-0.01,2.97,0
20231203:0511,0,0,0,0.01,3.17,0
20231203:0611,0,0,0,-0.25,3.31,0
20231203:0711,0,0,0,-1.31,3.31,0
20231203:0811,47.8,68.8,3.94,-1.39,3.45,0
20231203:0911,46.38,66.89,9.66,-0.6,3.52,0
20231203:1011,549.68,617.79,13.6,0.43,3.93,0
20231203:1111,205.81,239.58,15.44,1.21,4.34,0
20231203:1211,49,70.75,15,1.6,4.41,0
20231203:1311,91.7,117.8,12.33,1.51,4,0
20231203:1411,68.56,92.18,7.67,1.41,5.24,0
20231203:1511,0,0,0,1.03,5.1,0
20231203:1611,0,0,0,0.54,5.52,0
20231203:1711,0,0,0,0.38,5.86,0
20231203:1811,0,0,0,0.3,6,0
20231203:1911,0,0,0,0.59,5.66,0
20231203:2011,0,0,0,0.5,5.59,0
20231203:2111,0,0,0,0.53,5.31,0
20231203:2211,0,0,0,0.61,5.03,0
20231203:2311,0,0,0,0.84,4.83,0
20231204:0011,0,0,0,1.1,4.62,0
20231204:0111,0,0,0,1.38,4.41,0
20231204:0211,0,0,0,1.51,4.21,0
20231204:0311,0,0,0,1.51,4.07,0
20231204:0411,0,0,0,1.4,4.14,0
20231204:0511,0,0,0,1.25,4.21,0
20231204:0611,0,0,0,1.14,4.34,0
20231204:0711,0,0,0,1.68,4.76,0
20231204:0811,2.1,10.11,3.78,1.77,4.97,0
20231204:0911,187.08,220.24,9.5,2.18,5.1,0
20231204:1011,113.58,142.07,13.45,2.87,5.24,0
20231204:1111,79.43,105.41,15.3,3.33,4.9,0
20231204:1211,14.14,28.48,14.88,3.65,4.62,0
20231204:1311,129.69,159.77,12.22,3.58,4.9,0
20231204:1411,93.41,120.35,7.57,3.39,4.9,0
20231204:1511,0,0,0,2.95,4.97,0
20231204:1611,0,0,0,2.15,4.9,0
20231204:1711,0,0,0,1.2,4.69,0
20231204:1811,0,0,0,1.2,5.03,0
20231204:1911,0,0,0,0.92,4.55,0
20231204:2011,0,0,0,1.1,4.62,0
20231204:2111,0,0,0,1.27,4.48,0
20231204:2211,0,0,0,1.44,4.34,0
20231204:2311,0,0,0,1.57,4.48,0
20231205:0011,0,0,0,1.67,4.48,0
20231205:0111,0,0,0,1.76,4.28,0
20231205:0211,0,0,0,1.8,4.28,0
20231205:0311,0,0,0,1.74,4.21,0
20231205:0411,0,0,0,1.64,4.14,0
20231205:0511,0,0,0,1.53,4.07,0
20231205:0611,0,0,0,1.38,4,0
20231205:0711,0,0,0,1.36,3.52,0
20231205:0811,11.51,24.72,3.62,1.29,3.52,0
20231205:0911,43.86,64.46,9.35,1.34,3.45,0
20231205:1011,99.84,126.72,13.3,1.46,3.52,0
20231205:1111,18.49,34,15.16,1.56,3.31,0
20231205:1211,34.07,53.29,14.76,1.73,3.45,0
20231205:1311,13.59,27.56,12.12,1.85,3.59,0
20231205:1411,3.64,12.86,7.49,1.85,3.45,0
20231205:1511,0,0,0,1.86,3.1,0
20231205:1611,0,0,0,1.81,2.83,0
20231205:1711,0,0,0,1.82,2.69,0
20231205:1811,0,0,0,1.9,2.69,0
20231205:1911,0,0,0,1.72,2.62,0
20231205:2011,0,0,0,1.79,2.62,0
20231205:2111,0,0,0,1.94,2.62,0
20231205:2211,0,0,0,2.19,2.69,0
20231205:2311,0,0,0,2.39,2.62,0
20231206:0011,0,0,0,2.61,2.48,0
20231206:0111,0,0,0,2.7,2.41,0
20231206:0211,0,0,0,2.91,2.41,0
20231206:0311,0,0,0,2.97,2.62,0
20231206:0411,0,0,0,3.28,2.9,0
20231206:0511,0,0,0,3.28,3.17,0
20231206:0611,0,0,0,3.15,3.03,0
20231206:0711,0,0,0,3.26,2.34,0
20231206:0811,17.92,33.55,3.46,2.86,2.34,0
20231206:0911,330.57,381.19,9.2,3.16,2.28,0
20231206:1011,72.81,98.59,13.16,4.52,2.14,0
20231206:1111,88.63,116.83,15.03,5.62,2.76,0
20231206:1211,11.97,25.73,14.64,5.89,3.52,0
20231206:1311,482.11,557.18,12.02,5.81,3.17,0
20231206:1411,8.79,21.13,7.41,5.5,2.83,0
20231206:1511,0,0,0,4.51,2.41,0
20231206:1611,0,0,0,3.23,2.41,0
20231206:1711,0,0,0,2.51,2.07,0
20231206:1811,0,0,0,1.46,2.14,0
20231206:1911,0,0,0,0.83,2,0
20231206:2011,0,0,0,-0.01,1.93,0
20231206:2111,0,0,0,-0.83,2.14,0
20231206:2211,0,0,0,-1.44,2.14,0
20231206:2311,0,0,0,-1.67,2.07,0
20231207:0011,0,0,0,-1.93,2.07,0
20231207:0111,0,0,0,-2.18,2.14,0
20231207:0211,0,0,0,-2.13,2.14,0
20231207:0311,0,0,0,-1.95,2.14,0
20231207:0411,0,0,0,-1.57,2.07,0
20231207:0511,0,0,0,-1.12,2,0
20231207:0611,0,0,0,-0.71,2.07,0
20231207:0711,0,0,0,-1.28,2.55,0
20231207:0811,10.74,23.46,3.32,-1.22,2.48,0
20231207:0911,111.87,138.66,9.05,-0.39,2.41,0
20231207:1011,33.39,52.37,13.02,1.09,2.9,0
20231207:1111,23.46,40.43,14.91,2.37,3.31,0
20231207:1211,47.07,68.91,14.54,2.93,3.66,0
20231207:1311,73.6,98.59,11.94,3.06,4,0
20231207:1411,49.4,71.14,7.34,2.96,4.21,0
20231207:1511,0,0,0,2.43,4.07,0
20231207:1611,0,0,0,1.87,4.48,0
20231207:1711,0,0,0,1.59,4.83,0
20231207:1811,0,0,0,1.54,5.03,0
20231207:1911,0,0,0,1.54,5.38,0
20231207:2011,0,0,0,1.63,5.45,0
20231207:2111,0,0,0,1.61,5.52,0
20231207:2211,0,0,0,1.66,5.24,0
20231207:2311,0,0,0,1.71,4.9,0
20231208:0011,0,0,0,1.78,4.76,0
20231208:0111,0,0,0,1.88,4.62,0
20231208:0211,0,0,0,1.81,4.21,0
20231208:0311,0,0,0,1.57,3.93,0
20231208:0411,0,0,0,1.46,3.79,0
20231208:0511,0,0,0,1.68,3.66,0
20231208:0611,0,0,0,2.06,3.45,0
20231208:0711,0,0,0,2.51,3.03,0
20231208:0811,73.04,99.33,3.17,2.92,2.83,0
20231208:0911,7.65,19.3,8.91,3.47,2.62,0
20231208:1011,13.41,27.56,12.9,4.17,2.55,0
20231208:1111,38.8,59.72,14.8,5.09,2.55,0
20231208:1211,37.06,57.89,14.44,6.35,3.24,0
20231208:1311,53.67,77.62,11.86,7.62,4.07,0
20231208:1411,27.93,46.79,7.28,7.98,3.31,0
20231208:1511,0,0,0,8.15,3.66,0
20231208:1611,0,0,0,7.96,3.86,0
20231208:1711,0,0,0,7.82,3.93,0
20231208:1811,0,0,0,7.52,4.21,0
20231208:1911,0,0,0,7.8,4.69,0
20231208:2011,0,0,0,8.02,4.9,0
20231208:2111,0,0,0,8.1,4.9,0
20231208:2211,0,0,0,7.93,4.9,0
20231208:2311,0,0,0,7.93,4.97,0
20231209:0011,0,0,0,7.86,5.03,0
20231209:0111,0,0,0,7.87,5.17,0
20231209:0211,0,0,0,7.95,4.97,0
20231209:0311,0,0,0,7.94,5.03,0
20231209:0411,0,0,0,7.87,5.17,0
20231209:0511,0,0,0,7.56,5.24,0
20231209:0611,0,0,0,7.14,5.38,0
20231209:0711,0,0,0,5.97,5.24,0
20231209:0811,0,2.76,3.04,5.88,5.52,0
20231209:0911,15.29,30.32,8.78,6.31,5.79,0
20231209:1011,64.17,89.41,12.77,7,6.28,0
20231209:1111,23.57,41.35,14.69,7.64,6.55,0
20231209:1211,52.34,76.27,14.35,7.93,6.9,0
20231209:1311,8.69,21.13,11.78,7.77,7.52,0
20231209:1411,11.23,24.81,7.23,7.57,8.28,0
20231209:1511,0,0,0,7.17,8.76,0
20231209:1611,0,0,0,6.98,7.52,0
20231209:1711,0,0,0,8.19,6.14,0
20231209:1811,0,0,0,10.32,7.72,0
20231209:1911,0,0,0,10.44,7.03,0
20231209:2011,0,0,0,10.21,7.24,0
20231209:2111,0,0,0,9.64,6.9,0
20231209:2211,0,0,0,8.83,7.03,0
20231209:2311,0,0,0,8.62,7.66,0
20231210:0011,0,0,0,8.62,8.48,0
20231210:0111,0,0,0,8.36,9.24,0
20231210:0211,0,0,0,8.06,9.66,0
20231210:0311,0,0,0,8.01,9.93,0
20231210:0411,0,0,0,8.18,10.28,0
20231210:0511,0,0,0,8.33,10.62,0
20231210:0611,0,0,0,8.5,10.21,0
20231210:0711,0,0,0,8.64,9.72,0
20231210:0811,0,3.68,2.9,8.73,9.1,0
20231210:0911,8.03,20.21,8.66,8.81,8.55,0
20231210:1011,69.84,96.44,12.66,8.85,8.34,0
20231210:1111,73.05,100.41,14.59,9.13,7.38,0
20231210:1211,273.02,320.62,14.26,9.37,6.62,0
20231210:1311,316.12,368.82,11.72,9.39,6.28,0
20231210:1411,10.47,23.89,7.18,9.47,5.52,0
20231210:1511,0,0,0,9.37,5.1,0
20231210:1611,0,0,0,9.23,5.59,0
20231210:1711,0,0,0,8.49,5.66,0
20231210:1811,0,0,0,8.13,6.76,0
20231210:1911,0,0,0,8.84,7.1,0
20231210:2011,0,0,0,10.47,9.31,0
20231210:2111,0,0,0,10.2,8.62,0
20231210:2211,0,0,0,9.76,7.45,0
20231210:2311,0,0,0,9.43,6.69,0
20231211:0011,0,0,0,9.11,6.55,0
20231211:0111,0,0,0,9.05,6.9,0
20231211:0211,0,0,0,9,7.31,0
20231211:0311,0,0,0,9.21,7.86,0
20231211:0411,0,0,0,9.36,8,0
20231211:0511,0,0,0,9.35,8.21,0
20231211:0611,0,0,0,9.21,8.28,0
20231211:0711,0,0,0,9.22,8.76,0
20231211:0811,0,3.68,2.78,9.3,8.62,0
20231211:0911,10.5,23.89,8.54,9.09,9.31,0
20231211:1011,173.45,210.53,12.55,9.04,8.83,0
20231211:1111,23.42,41.35,14.49,9,8.07,0
20231211:1211,126.96,160.06,14.19,8.89,7.38,0
20231211:1311,22.01,39.51,11.66,8.77,6.55,0
20231211:1411,13.12,27.56,7.14,8.47,6.14,0
20231211:1511,0,0,0,8.15,5.31,0
20231211:1611,0,0,0,7.9,4.55,0
20231211:1711,0,0,0,7.72,4,0
20231211:1811,0,0,0,7.62,3.59,0
20231211:1911,0,0,0,7.3,3.31,0
20231211:2011,0,0,0,6.86,3.17,0
20231211:2111,0,0,0,6.74,3.17,0
20231211:2211,0,0,0,6.94,3.17,0
20231211:2311,0,0,0,6.98,3.03,0
20231212:0011,0,0,0,6.91,2.48,0
20231212:0111,0,0,0,6.6,2.41,0
20231212:0211,0,0,0,6.54,2.55,0
20231212:0311,0,0,0,6.78,2.48,0
20231212:0411,0,0,0,6.56,2.62,0
20231212:0511,0,0,0,6.51,2.55,0
20231212:0611,0,0,0,5.92,2.62,0
20231212:0711,0,0,0,5.41,2.9,0
20231212:0811,0,2.76,2.66,5.91,3.24,0
20231212:0911,15.94,31.24,8.43,6.59,3.59,0
20231212:1011,168.41,204.93,12.45,7.44,3.86,0
20231212:1111,91.98,121.57,14.41,8.34,3.86,0
20231212:1211,29.18,48.7,14.12,8.94,3.72,0
20231212:1311,4,13.78,11.61,9.14,3.86,0
20231212:1411,1.1,8.27,7.1,8.78,3.38,0
20231212:1511,0,0,0,8.68,3.17,0
20231212:1611,0,0,0,8.61,3.17,0
20231212:1711,0,0,0,8.63,3.03,0
20231212:1811,0,0,0,8.79,3.17,0
20231212:1911,0,0,0,9.31,3.79,0
20231212:2011,0,0,0,8.76,3.24,0
20231212:2111,0,0,0,8.35,3.24,0
20231212:2211,0,0,0,8.03,3.38,0
20231212:2311,0,0,0,8,3.38,0
20231213:0011,0,0,0,7.97,3.45,0
20231213:0111,0,0,0,7.95,3.66,0
20231213:0211,0,0,0,7.93,3.79,0
20231213:0311,0,0,0,7.81,3.66,0
20231213:0411,0,0,0,7.61,3.52,0
20231213:0511,0,0,0,7.6,3.38,0
20231213:0611,0,0,0,7.63,3.1,0
20231213:0711,0,0,0,7.14,2.41,0
20231213:0811,0,1.84,2.55,6.49,2.28,0
20231213:0911,51.3,74.5,8.33,6.61,1.93,0
20231213:1011,41.66,63.69,12.36,7.61,1.66,0
20231213:1111,87.47,116.91,14.33,8.32,1.45,0
20231213:1211,34.33,55.13,14.06,8.59,1.03,0
20231213:1311,4,13.78,11.56,8.71,0.9,0
20231213:1411,0.69,7.35,7.08,8.73,1.31,0
20231213:1511,0,0,0,8.36,1.86,0
20231213:1611,0,0,0,7.46,2.55,0
20231213:1711,0,0,0,7.14,3.03,0
20231213:1811,0,0,0,6.98,3.38,0
20231213:1911,0,0,0,7.2,3.52,0
20231213:2011,0,0,0,6.78,3.52,0
20231213:2111,0,0,0,6.18,3.86,0
20231213:2211,0,0,0,5.61,3.86,0
20231213:2311,0,0,0,5.24,3.72,0
20231214:0011,0,0,0,5.05,3.66,0
20231214:0111,0,0,0,4.9,3.59,0
20231214:0211,0,0,0,4.8,3.38,0
20231214:0311,0,0,0,4.73,3.17,0
20231214:0411,0,0,0,4.51,2.76,0
20231214:0511,0,0,0,4.26,2.41,0
20231214:0611,0,0,0,3.91,2.28,0
20231214:0711,0,0,0,4.22,1.66,0
20231214:0811,0,1.84,2.44,3.85,1.52,0
20231214:0911,68.79,93.62,8.23,3.87,1.24,0
20231214:1011,111.51,141.72,12.27,4.84,1.03,0
20231214:1111,374.7,436.83,14.26,5.55,1.45,0
20231214:1211,76.09,102.93,14,5.83,1.59,0
20231214:1311,55.04,78.96,11.53,6.26,1.59,0
20231214:1411,145.19,179.92,7.06,6.29,1.45,0
20231214:1511,0,0,0,5.71,1.86,0
20231214:1611,0,0,0,5.35,2.07,0
20231214:1711,0,0,0,5.29,2.28,0
20231214:1811,0,0,0,5.53,2.41,0
20231214:1911,0,0,0,5.66,2.69,0
20231214:2011,0,0,0,5.65,2.83,0
20231214:2111,0,0,0,5.87,3.03,0
20231214:2211,0,0,0,6.07,3.24,0
20231214:2311,0,0,0,6.28,3.38,0
20231215:0011,0,0,0,6.52,3.31,0
20231215:0111,0,0,0,6.75,3.03,0
20231215:0211,0,0,0,6.9,2.76,0
20231215:0311,0,0,0,7.03,2.62,0
20231215:0411,0,0,0,6.85,2.62,0
20231215:0511,0,0,0,6.59,2.62,0
20231215:0611,0,0,0,6.37,2.69,0
20231215:0711,0,0,0,5.86,2.76,0
20231215:0811,0,5.51,2.34,5.81,2.83,0
20231215:0911,39.55,60.63,8.14,6.49,2.9,0
20231215:1011,107.01,137.83,12.19,7.59,2.9,0
20231215:1111,131.04,165.23,14.19,8.47,2.69,0
20231215:1211,38.83,60.64,13.96,9.05,3.59,0
20231215:1311,53.61,78.05,11.5,9.22,3.79,0
20231215:1411,15.75,31.24,7.05,8.81,3.52,0
20231215:1511,0,0,0,8.06,3.1,0
20231215:1611,0,0,0,7.06,2.97,0
20231215:1711,0,0,0,6.21,2.97,0
20231215:1811,0,0,0,5.82,2.97,0
20231215:1911,0,0,0,6.21,3.31,0
20231215:2011,0,0,0,6.17,3.24,0
20231215:2111,0,0,0,5.76,3.24,0
20231215:2211,0,0,0,5.43,3.45,0
20231215:2311,0,0,0,5.2,3.66,0
20231216:0011,0,0,0,5.09,3.86,0
20231216:0111,0,0,0,5.09,4.07,0
20231216:0211,0,0,0,5.12,4.14,0
20231216:0311,0,0,0,5.25,4.14,0
20231216:0411,0,0,0,5.35,4.21,0
20231216:0511,0,0,0,5.52,4.21,0
20231216:0611,0,0,0,6.2,4.21,0
20231216:0711,0,0,0,7.02,4.21,0
20231216:0811,0,1.84,2.25,7.73,4.07,0
20231216:0911,1.1,8.27,8.05,8.35,4.07,0
20231216:1011,4.54,14.7,12.12,8.97,4.21,0
20231216:1111,161.85,199.27,14.14,9.38,4.55,0
20231216:1211,15.67,31.24,13.92,9.79,4.55,0
20231216:1311,14.34,29.4,11.48,9.86,5.17,0
20231216:1411,4.52,14.7,7.04,9.73,4.97,0
20231216:1511,0,0,0,9.53,4.97,0
20231216:1611,0,0,0,9.32,5.03,0
20231216:1711,0,0,0,9.29,5.1,0
20231216:1811,0,0,0,9.3,5.31,0
20231216:1911,0,0,0,9.52,5.52,0
20231216:2011,0,0,0,9.65,5.45,0
20231216:2111,0,0,0,9.68,5.31,0
20231216:2211,0,0,0,9.58,5.1,0
20231216:2311,0,0,0,9.51,5.1,0
20231217:0011,0,0,0,9.34,5.1,0
20231217:0111,0,0,0,9.16,4.97,0
20231217:0211,0,0,0,9.06,4.9,0
20231217:0311,0,0,0,9.04,4.9,0
20231217:0411,0,0,0,8.84,4.62,0
20231217:0511,0,0,0,8.77,4.48,0
20231217:0611,0,0,0,8.94,4.76,0
20231217:0711,0,0,0,8.89,4.97,0
20231217:0811,0,1.84,2.16,8.9,5.31,0
20231217:0911,6.82,18.38,7.98,8.87,5.72,0
20231217:1011,35.93,56.97,12.06,8.72,6.14,0
20231217:1111,35.94,56.97,14.09,8.64,6.07,0
20231217:1211,324.3,376.97,13.89,8.64,5.79,0
20231217:1311,430.25,497.79,11.47,8.83,5.52,0
20231217:1411,249.51,295.44,7.05,8.79,6.34,0
20231217:1511,0,0,0,8.29,5.93,0
20231217:1611,0,0,0,7.75,5.66,0
20231217:1711,0,0,0,7.43,5.52,0
20231217:1811,0,0,0,7.08,5.38,0
20231217:1911,0,0,0,6.78,5.38,0
20231217:2011,0,0,0,6.53,5.38,0
20231217:2111,0,0,0,6.35,5.38,0
20231217:2211,0,0,0,6.31,5.38,0
20231217:2311,0,0,0,6.45,5.24,0
20231218:0011,0,0,0,6.86,5.31,0
20231218:0111,0,0,0,7.28,5.38,0
20231218:0211,0,0,0,7.45,5.45,0
20231218:0311,0,0,0,7.48,5.31,0
20231218:0411,0,0,0,7.24,5.1,0
20231218:0511,0,0,0,6.86,4.97,0
20231218:0611,0,0,0,6.74,4.9,0
20231218:0711,0,0,0,7.3,5.38,0
20231218:0811,0,0.92,2.08,7.37,5.52,0
20231218:0911,71.33,97.48,7.91,7.64,5.59,0
20231218:1011,87.02,115.42,12,7.89,5.24,0
20231218:1111,9.29,22.05,14.05,8.09,5.66,0
20231218:1211,13.78,28.48,13.86,8.54,6.62,0
20231218:1311,12.45,26.65,11.46,8.67,6.34,0
20231218:1411,7.44,19.3,7.06,8.44,5.93,0
20231218:1511,0,0,0,8.01,6.28,0
20231218:1611,0,0,0,7.6,6.14,0
20231218:1711,0,0,0,7.69,6.34,0
20231218:1811,0,0,0,7.96,6.41,0
20231218:1911,0,0,0,6.8,6.34,0
20231218:2011,0,0,0,7.11,6.55,0
20231218:2111,0,0,0,7.51,6.48,0
20231218:2211,0,0,0,7.86,6.28,0
20231218:2311,0,0,0,8.06,6.28,0
20231219:0011,0,0,0,8.1,6.28,0
20231219:0111,0,0,0,8.07,6.21,0
20231219:0211,0,0,0,8.21,6,0
20231219:0311,0,0,0,8.51,6.14,0
20231219:0411,0,0,0,8.74,6.55,0
20231219:0511,0,0,0,8.98,6.83,0
20231219:0611,0,0,0,9.27,6.97,0
20231219:0711,0,0,0,9.2,6.83,0
20231219:0811,0,0.92,2.01,9.53,6.83,0
20231219:0911,37.04,58.24,7.84,9.76,6.62,0
20231219:1011,17.71,34,11.95,9.85,6.28,0
20231219:1111,19.78,36.75,14.02,9.88,5.59,0
20231219:1211,6.79,18.38,13.85,9.76,4.62,0
20231219:1311,7.38,19.3,11.46,9.63,3.59,0
20231219:1411,4.53,14.7,7.07,9.46,2.48,0
20231219:1511,0,0,0,9.35,1.93,0
20231219:1611,0,0,0,9.28,2.41,0
20231219:1711,0,0,0,9.18,2.48,0
20231219:1811,0,0,0,8.89,2.76,0
20231219:1911,0,0,0,8.03,3.86,0
20231219:2011,0,0,0,7.79,3.72,0
20231219:2111,0,0,0,7.43,3.66,0
20231219:2211,0,0,0,6.95,4,0
20231219:2311,0,0,0,6.51,4.55,0
20231220:0011,0,0,0,6.46,5.03,0
20231220:0111,0,0,0,6.39,5.31,0
20231220:0211,0,0,0,6.51,5.79,0
20231220:0311,0,0,0,6.58,6.14,0
20231220:0411,0,0,0,6.54,6.41,0
20231220:0511,0,0,0,6.48,6.62,0
20231220:0611,0,0,0,6.72,7.1,0
20231220:0711,0,0,0,6.92,7.03,0
20231220:0811,0,1.84,1.94,7.06,7.1,0
20231220:0911,129,161.21,7.79,7.51,7.59,0
20231220:1011,180.17,216.98,11.91,7.95,7.66,0
20231220:1111,142.87,177.04,13.99,8.38,7.31,0
20231220:1211,27.06,45.94,13.84,8.71,7.17,0
20231220:1311,12.46,26.65,11.47,8.59,7.03,0
20231220:1411,75.16,102.07,7.1,8.45,6.41,0
20231220:1511,0,0,0,8.21,5.93,0
20231220:1611,0,0,0,7.97,6.07,0
20231220:1711,0,0,0,8.17,6.48,0
20231220:1811,0,0,0,8.62,7.24,0
20231220:1911,0,0,0,8.76,7.93,0
20231220:2011,0,0,0,9.06,8,0
20231220:2111,0,0,0,9.39,7.86,0
20231220:2211,0,0,0,9.57,7.66,0
20231220:2311,0,0,0,9.72,7.38,0
